Entry	Araport
A0A178UWB6	AT4G23470;
A0A178UWB7	
A0A178UWB8	
A0A178UWB9	
A0A178UWC0	
A0A178UWC1	
A0A178UWC2	
A0A178UWC4	
A0A178UWC5	AT4G30845;
A0A178UWC7	
A0A178UWC8	
A0A178UWC9	
A0A178UWD0	
A0A178UWD1	
A0A178UWD2	
A0A178UWD3	
A0A178UWD4	
A0A178UWD6	
A0A178UWD7	
A0A178UWD8	
A0A178UWD9	
A0A178UWE0	
A0A178UWE1	AT4G23960;
A0A178UWE2	
A0A178UWE3	
A0A178UWE4	AT4G02550;
A0A178UWE5	
A0A178UWE7	
A0A178UWE8	
A0A178UWE9	
A0A178UWF0	
A0A178UWF1	AT4G38160;
A0A178UWF2	
A0A178UWF3	
A0A178UWF4	
A0A178UWF5	
A0A178UWF6	
A0A178UWF8	
A0A178UWF9	
A0A178UWG1	AT4G00560;
A0A178UWG2	AT4G29930;
A0A178UWG4	
A0A178UWG5	
A0A178UWG6	
A0A178UWG7	
A0A178UWG8	
A0A178UWH0	AT4G22670;
A0A178UWH2	
A0A178UWH3	
A0A178UWH4	
A0A178UWH5	
A0A178UWH7	AT4G01280;
A0A178UWH8	
A0A178UWH9	AT4G13790;
A0A178UWI0	
A0A178UWI1	AT4G02210;
A0A178UWI2	
A0A178UWI4	AT4G02550;
A0A178UWI6	
A0A178UWI7	
A0A178UWI8	
A0A178UWI9	
A0A178UWJ0	
A0A178UWJ1	AT4G16420;
A0A178UWJ2	
A0A178UWJ4	
A0A178UWJ6	
A0A178UWJ7	
A0A178UWJ8	
A0A178UWJ9	
A0A178UWK0	
A0A178UWK2	AT4G28240;
A0A178UWK3	
A0A178UWK4	
A0A178UWK5	
A0A178UWK6	
A0A178UWK7	
A0A178UWK9	
A0A178UWL0	AT4G35140;
A0A178UWL1	
A0A178UWL2	AT4G26980;
A0A178UWL3	AT4G28085;
A0A178UWL5	
A0A178UWL6	AT4G07990;
A0A178UWL7	AT4G28088;
A0A178UWL8	AT4G22475;
A0A178UWL9	
A0A178UWM0	
A0A178UWM1	
A0A178UWM2	
A0A178UWM3	
A0A178UWM5	AT4G35530;
A0A178UWM6	AT4G08410;
A0A178UWM8	
A0A178UWM9	AT4G36925;
A0A178UWN0	
A0A178UWN1	
A0A178UWN2	
A0A178UWN3	
A0A178UWN7	
A0A178UWN9	
A0A178UWP0	
A0A178UWP1	
A0A178UWP2	
A0A178UWP3	
A0A178UWP4	AT4G08700;
A0A178UWP7	AT4G13270;
A0A178UWP8	
A0A178UWP9	
A0A178UWQ0	
A0A178UWQ6	
A0A178UWQ8	
A0A178UWQ9	AT4G12020;
A0A178UWR1	
A0A178UWR3	
A0A178UWR4	
A0A178UWR5	
A0A178UWR7	
A0A178UWR8	
A0A178UWR9	
A0A178UWS0	AT4G30900;
A0A178UWS1	
A0A178UWS2	
A0A178UWS3	AT4G26701;
A0A178UWS4	AT4G23870;
A0A178UWS5	AT4G30880;
A0A178UWS6	
A0A178UWS7	
A0A178UWS8	
A0A178UWT0	
A0A178UWT2	
A0A178UWT3	
A0A178UWT5	AT4G28680;
A0A178UWT6	
A0A178UWT7	
A0A178UWT8	
A0A178UWT9	
A0A178UWU0	AT4G29310;
A0A178UWU1	
A0A178UWU2	
A0A178UWU3	
A0A178UWU4	
A0A178UWU5	AT4G29480;
A0A178UWU6	AT4G16070;
A0A178UWU8	AT4G37550;
A0A178UWU9	AT4G31310;
A0A178UWV0	
A0A178UWV1	
A0A178UWV2	
A0A178UWV3	
A0A178UWV6	
A0A178UWV8	
A0A178UWW0	
A0A178UWW1	
A0A178UWW2	
A0A178UWW3	
A0A178UWW4	
A0A178UWW5	
A0A178UWW6	AT4G25580;
A0A178UWW7	
A0A178UWX1	
A0A178UWX3	
A0A178UWX4	
A0A178UWX5	AT4G22870;
A0A178UWX6	AT4G11610;
A0A178UWX7	
A0A178UWX8	AT4G24740;
A0A178UWX9	
A0A178UWY0	AT4G28380;
A0A178UWY3	AT4G33020;
A0A178UWY4	
A0A178UWY5	
A0A178UWY7	
A0A178UWY8	AT4G36610;
A0A178UWZ1	
A0A178UWZ3	
A0A178UWZ4	
A0A178UWZ5	
A0A178UWZ6	AT4G02040;
A0A178UWZ7	
A0A178UWZ8	
A0A178UWZ9	AT4G26620;
A0A178UX00	
A0A178UX01	AT4G37100;
A0A178UX02	
A0A178UX03	
A0A178UX04	
A0A178UX06	
A0A178UX07	
A0A178UX08	
A0A178UX10	
A0A178UX13	
A0A178UX15	
A0A178UX16	
A0A178UX18	
A0A178UX20	
A0A178UX23	
A0A178UX24	
A0A178UX25	
A0A178UX27	
A0A178UX28	
A0A178UX30	
A0A178UX31	
A0A178UX32	
A0A178UX33	
A0A178UX34	
A0A178UX35	
A0A178UX36	AT4G31200;
A0A178UX37	
A0A178UX38	
A0A178UX39	
A0A178UX40	AT4G34290;
A0A178UX42	
A0A178UX43	AT4G31980;
A0A178UX44	
A0A178UX46	
A0A178UX47	AT4G26310;
A0A178UX48	
A0A178UX49	
A0A178UX51	AT4G25730;
A0A178UX52	
A0A178UX53	
A0A178UX54	AT4G13020;
A0A178UX55	
A0A178UX57	
A0A178UX59	
A0A178UX60	
A0A178UX61	
A0A178UX62	
A0A178UX63	AT4G24740;
A0A178UX64	
A0A178UX66	
A0A178UX67	
A0A178UX68	
A0A178UX69	AT4G20940;
A0A178UX71	
A0A178UX72	
A0A178UX73	
A0A178UX74	
A0A178UX75	
A0A178UX76	
A0A178UX77	
A0A178UX79	
A0A178UX80	
A0A178UX81	AT4G25180;
A0A178UX82	
A0A178UX83	
A0A178UX85	
A0A178UX87	
A0A178UX88	
A0A178UX89	AT4G24740;
A0A178UX90	AT4G16740;
A0A178UX91	
A0A178UX92	AT4G20100;
A0A178UX93	
A0A178UX94	
A0A178UX96	
A0A178UX97	AT4G22000;
A0A178UXA1	AT4G27580;
A0A178UXA2	
A0A178UXA3	
A0A178UXA4	
A0A178UXA5	AT4G16980;
A0A178UXA6	
A0A178UXA8	AT4G15475;
A0A178UXA9	
A0A178UXB0	AT4G19900;
A0A178UXB1	
A0A178UXB2	
A0A178UXB3	
A0A178UXB4	AT4G32580;
A0A178UXB5	
A0A178UXB6	AT4G32342;
A0A178UXB8	AT4G31480;
A0A178UXB9	
A0A178UXC0	
A0A178UXC1	
A0A178UXC2	
A0A178UXC4	
A0A178UXC6	
A0A178UXC7	AT4G16490;
A0A178UXC8	
A0A178UXC9	
A0A178UXD0	
A0A178UXD1	
A0A178UXD3	
A0A178UXD4	AT4G27350;
A0A178UXD5	AT4G14819;
A0A178UXD6	
A0A178UXD7	AT4G21192;
A0A178UXD8	
A0A178UXE0	
A0A178UXE1	
A0A178UXE2	AT4G32660;
A0A178UXE3	
A0A178UXE6	AT4G21902;
A0A178UXE7	AT4G32650;
A0A178UXF0	
A0A178UXF1	
A0A178UXF2	AT4G02190;
A0A178UXF3	
A0A178UXF4	AT4G31830;
A0A178UXF5	
A0A178UXF6	
A0A178UXF9	
A0A178UXG0	
A0A178UXG1	
A0A178UXG2	
A0A178UXG3	
A0A178UXG4	
A0A178UXG6	
A0A178UXG7	
A0A178UXG8	
A0A178UXG9	
A0A178UXH0	
A0A178UXH1	AT4G11390;
A0A178UXH2	
A0A178UXH4	
A0A178UXH5	
A0A178UXH8	AT4G37550;
A0A178UXH9	
A0A178UXI0	AT4G00780;
A0A178UXI1	
A0A178UXI3	AT4G28660;
A0A178UXI4	
A0A178UXI5	
A0A178UXI6	
A0A178UXI7	
A0A178UXI8	
A0A178UXI9	AT4G38960;
A0A178UXJ0	
A0A178UXJ1	
A0A178UXJ2	
A0A178UXJ3	AT4G28990;
A0A178UXJ4	
A0A178UXJ5	AT4G39860;
A0A178UXJ6	AT4G30100;
A0A178UXJ7	
A0A178UXJ8	
A0A178UXJ9	
A0A178UXK0	
A0A178UXK2	
A0A178UXK3	
A0A178UXK4	
A0A178UXK5	
A0A178UXK7	
A0A178UXK8	AT4G11340;
A0A178UXK9	
A0A178UXL1	
A0A178UXL2	
A0A178UXL3	
A0A178UXL4	
A0A178UXL5	
A0A178UXL6	AT4G31930;
A0A178UXL7	
A0A178UXL8	
A0A178UXL9	
A0A178UXM2	
A0A178UXM3	
A0A178UXM4	
A0A178UXM5	
A0A178UXM6	
A0A178UXM7	
A0A178UXM8	
A0A178UXM9	AT4G16555;
A0A178UXN4	
A0A178UXN5	
A0A178UXN7	
A0A178UXN8	
A0A178UXN9	
A0A178UXP0	
A0A178UXP2	
A0A178UXP3	
A0A178UXP5	
A0A178UXP8	
A0A178UXQ0	AT4G05095;
A0A178UXQ1	
A0A178UXQ2	
A0A178UXQ3	AT4G31560;
A0A178UXQ4	
A0A178UXQ5	
A0A178UXQ7	
A0A178UXQ9	
A0A178UXR0	
A0A178UXR1	
A0A178UXR2	
A0A178UXR3	
A0A178UXR4	AT4G26960;
A0A178UXR5	
A0A178UXR7	
A0A178UXR8	
A0A178UXS0	
A0A178UXS1	
A0A178UXS2	
A0A178UXS3	AT4G27630;
A0A178UXS4	
A0A178UXS5	
A0A178UXS6	
A0A178UXS7	
A0A178UXS8	
A0A178UXS9	
A0A178UXT0	
A0A178UXT1	AT4G36850;
A0A178UXT2	
A0A178UXT3	
A0A178UXT5	
A0A178UXT7	AT4G13640;
A0A178UXT8	
A0A178UXU2	
A0A178UXU4	
A0A178UXU5	
A0A178UXU6	AT4G15790;
A0A178UXU7	
A0A178UXU8	
A0A178UXU9	
A0A178UXV0	
A0A178UXV1	
A0A178UXV2	
A0A178UXV3	AT4G10970;
A0A178UXV4	AT4G38690;
A0A178UXV5	
A0A178UXV6	
A0A178UXV7	
A0A178UXV8	
A0A178UXV9	
A0A178UXW0	AT4G32272;
A0A178UXW4	AT4G31900;
A0A178UXW9	
A0A178UXX0	
A0A178UXX2	AT4G23720;
A0A178UXX3	
A0A178UXX4	
A0A178UXX5	AT4G15260;
A0A178UXX6	
A0A178UXX7	
A0A178UXX8	
A0A178UXX9	
A0A178UXY0	
A0A178UXY1	AT4G24805;
A0A178UXY2	
A0A178UXY3	
A0A178UXY4	
A0A178UXY5	
A0A178UXY6	
A0A178UXY7	AT4G24275;
A0A178UXY9	
A0A178UXZ0	
A0A178UXZ1	
A0A178UXZ2	
A0A178UXZ3	
A0A178UXZ5	
A0A178UXZ6	
A0A178UXZ7	
A0A178UXZ9	
A0A178UY00	
A0A178UY02	
A0A178UY04	
A0A178UY05	
A0A178UY06	
A0A178UY08	AT4G23880;
A0A178UY09	
A0A178UY10	
A0A178UY11	
A0A178UY12	AT4G31410;
A0A178UY13	
A0A178UY14	
A0A178UY15	AT4G13270;
A0A178UY17	
A0A178UY18	
A0A178UY20	
A0A178UY21	
A0A178UY23	AT4G30690;
A0A178UY24	
A0A178UY25	
A0A178UY26	AT4G31900;
A0A178UY27	
A0A178UY28	
A0A178UY29	
A0A178UY30	
A0A178UY31	AT4G08950;
A0A178UY32	
A0A178UY33	AT4G32650;
A0A178UY34	
A0A178UY35	
A0A178UY36	
A0A178UY37	
A0A178UY38	AT4G35420;
A0A178UY39	
A0A178UY41	
A0A178UY43	
A0A178UY46	AT4G21280;
A0A178UY48	AT4G26490;
A0A178UY49	
A0A178UY51	
A0A178UY52	
A0A178UY53	
A0A178UY55	AT4G33180;
A0A178UY56	
A0A178UY57	
A0A178UY58	
A0A178UY60	
A0A178UY61	
A0A178UY63	AT4G24180;
A0A178UY65	AT4G00585;
A0A178UY66	
A0A178UY68	AT4G00467;
A0A178UY69	
A0A178UY70	AT4G34419;
A0A178UY71	
A0A178UY73	
A0A178UY74	
A0A178UY75	
A0A178UY76	AT4G13235;
A0A178UY77	AT4G22900;
A0A178UY78	
A0A178UY80	
A0A178UY82	
A0A178UY83	
A0A178UY84	
A0A178UY85	
A0A178UY86	
A0A178UY87	
A0A178UY88	
A0A178UY89	
A0A178UY90	AT4G24740;
A0A178UY91	
A0A178UY92	
A0A178UY93	
A0A178UY94	
A0A178UY95	
A0A178UY96	AT4G27657;
A0A178UY97	
A0A178UY98	
A0A178UY99	
A0A178UYA0	AT4G22140;
A0A178UYA3	
A0A178UYA4	
A0A178UYA5	
A0A178UYA6	
A0A178UYA7	
A0A178UYA9	
A0A178UYB0	
A0A178UYB1	
A0A178UYB2	
A0A178UYB4	
A0A178UYB5	
A0A178UYB6	AT4G02480;
A0A178UYB7	AT4G38420;
A0A178UYB8	
A0A178UYB9	
A0A178UYC1	
A0A178UYC2	AT4G21970;
A0A178UYC3	
A0A178UYC4	AT4G28025;
A0A178UYC5	
A0A178UYC8	
A0A178UYC9	
A0A178UYD3	AT4G35690;
A0A178UYD4	
A0A178UYD5	
A0A178UYD6	
A0A178UYD7	AT4G34380;
A0A178UYD9	
A0A178UYE0	
A0A178UYE3	
A0A178UYE4	
A0A178UYE5	
A0A178UYE6	
A0A178UYE7	
A0A178UYE9	
A0A178UYF0	
A0A178UYF1	
A0A178UYF2	AT4G39900;
A0A178UYF4	
A0A178UYF5	
A0A178UYF6	
A0A178UYF7	
A0A178UYF9	
A0A178UYG0	
A0A178UYG1	
A0A178UYG2	
A0A178UYG3	AT4G17080;
A0A178UYG4	
A0A178UYG5	
A0A178UYG6	
A0A178UYG7	
A0A178UYG9	
A0A178UYH0	
A0A178UYH1	
A0A178UYH2	
A0A178UYH3	
A0A178UYH4	
A0A178UYH5	
A0A178UYH6	
A0A178UYH7	AT4G28820;
A0A178UYI0	AT4G29380;
A0A178UYI2	
A0A178UYI5	AT4G27630;
A0A178UYI6	AT4G20550;
A0A178UYI7	AT4G04920;
A0A178UYI8	
A0A178UYI9	
A0A178UYJ0	AT4G17760;
A0A178UYJ1	
A0A178UYJ2	
A0A178UYJ3	
A0A178UYJ4	
A0A178UYJ5	
A0A178UYJ6	
A0A178UYJ9	
A0A178UYK0	AT4G29830;
A0A178UYK3	
A0A178UYK4	AT4G31330;
A0A178UYK5	
A0A178UYK6	
A0A178UYK7	
A0A178UYK8	
A0A178UYK9	
A0A178UYL0	
A0A178UYL3	
A0A178UYL5	
A0A178UYL7	AT4G30690;
A0A178UYL8	
A0A178UYL9	AT4G24740;
A0A178UYM0	
A0A178UYM1	AT4G15240;
A0A178UYM2	
A0A178UYM3	
A0A178UYM4	
A0A178UYM5	
A0A178UYM6	
A0A178UYM7	
A0A178UYM9	
A0A178UYN0	
A0A178UYN1	
A0A178UYN4	
A0A178UYN6	
A0A178UYN7	AT4G01883;
A0A178UYN8	
A0A178UYN9	AT4G12680;
A0A178UYP0	AT4G36420;
A0A178UYP1	AT4G34550;
A0A178UYP2	AT4G28330;
A0A178UYP3	
A0A178UYP4	AT4G39753;
A0A178UYP5	AT4G30010;
A0A178UYP7	
A0A178UYP8	
A0A178UYP9	AT4G02220;
A0A178UYQ1	AT4G18810;
A0A178UYQ2	
A0A178UYQ4	AT4G29905;
A0A178UYQ5	
A0A178UYQ6	
A0A178UYQ7	
A0A178UYQ8	AT4G34920;
A0A178UYR0	
A0A178UYR1	
A0A178UYR2	
A0A178UYR3	
A0A178UYR6	
A0A178UYR7	
A0A178UYR8	
A0A178UYR9	
A0A178UYS1	
A0A178UYS2	
A0A178UYS4	
A0A178UYS5	
A0A178UYS6	AT4G11547;
A0A178UYT0	
A0A178UYT1	
A0A178UYT2	
A0A178UYT3	
A0A178UYT4	
A0A178UYT7	
A0A178UYT8	
A0A178UYT9	
A0A178UYU0	
A0A178UYU1	
A0A178UYU2	
A0A178UYU3	
A0A178UYU4	
A0A178UYU5	
A0A178UYU6	
A0A178UYU7	AT4G27390;
A0A178UYU8	
A0A178UYV1	AT4G04745;
A0A178UYV3	
A0A178UYV5	
A0A178UYV6	
A0A178UYV7	
A0A178UYV9	
A0A178UYW0	
A0A178UYW1	
A0A178UYW3	
A0A178UYW5	
A0A178UYW6	
A0A178UYW7	
A0A178UYX0	
A0A178UYX3	
A0A178UYX4	
A0A178UYX5	
A0A178UYX7	
A0A178UYX8	
A0A178UYX9	
A0A178UYY0	
A0A178UYY1	
A0A178UYY2	
A0A178UYY3	
A0A178UYY4	
A0A178UYY6	
A0A178UYY7	
A0A178UYY9	
A0A178UYZ2	
A0A178UYZ3	AT4G12670;
A0A178UYZ4	
A0A178UYZ5	
A0A178UYZ6	
A0A178UYZ7	
A0A178UYZ9	AT4G24950;
A0A178UZ00	
A0A178UZ01	AT4G10280;
A0A178UZ02	
A0A178UZ04	
A0A178UZ05	AT4G34300;
A0A178UZ06	
A0A178UZ08	
A0A178UZ09	AT4G25570;
A0A178UZ10	AT4G39300;
A0A178UZ12	
A0A178UZ13	
A0A178UZ14	
A0A178UZ17	
A0A178UZ19	
A0A178UZ20	
A0A178UZ21	AT4G13720;
A0A178UZ22	
A0A178UZ23	
A0A178UZ24	
A0A178UZ25	
A0A178UZ26	
A0A178UZ27	
A0A178UZ28	
A0A178UZ29	
A0A178UZ30	
A0A178UZ31	
A0A178UZ32	
A0A178UZ33	
A0A178UZ34	
A0A178UZ35	
A0A178UZ36	
A0A178UZ37	
A0A178UZ39	AT4G29020;
A0A178UZ40	
A0A178UZ41	
A0A178UZ43	
A0A178UZ44	
A0A178UZ45	AT4G30100;
A0A178UZ46	
A0A178UZ47	
A0A178UZ48	
A0A178UZ49	
A0A178UZ50	AT4G08740;
A0A178UZ51	
A0A178UZ53	AT4G09000;
A0A178UZ55	AT4G21220;
A0A178UZ56	
A0A178UZ57	
A0A178UZ58	
A0A178UZ59	
A0A178UZ60	
A0A178UZ62	AT4G34750;
A0A178UZ63	AT4G32420;
A0A178UZ64	
A0A178UZ65	
A0A178UZ66	AT4G16160;
A0A178UZ67	
A0A178UZ69	
A0A178UZ70	
A0A178UZ72	
A0A178UZ73	AT4G00530;
A0A178UZ75	AT4G13640;
A0A178UZ76	
A0A178UZ77	
A0A178UZ78	
A0A178UZ79	AT4G20150;
A0A178UZ80	
A0A178UZ82	
A0A178UZ83	
A0A178UZ85	AT4G36791;
A0A178UZ86	
A0A178UZ87	
A0A178UZ88	
A0A178UZ89	
A0A178UZ90	
A0A178UZ91	
A0A178UZ92	
A0A178UZ93	
A0A178UZ94	
A0A178UZ95	
A0A178UZ97	
A0A178UZ98	
A0A178UZ99	
A0A178UZA0	
A0A178UZA2	
A0A178UZA3	
A0A178UZA6	
A0A178UZB0	
A0A178UZB1	
A0A178UZB2	
A0A178UZB3	
A0A178UZB6	
A0A178UZB8	
A0A178UZC0	
A0A178UZC1	
A0A178UZC3	
A0A178UZC4	
A0A178UZC5	
A0A178UZC6	
A0A178UZC9	
A0A178UZD0	AT4G29230;
A0A178UZD2	
A0A178UZD3	
A0A178UZD5	AT4G09060;
A0A178UZD6	
A0A178UZD7	
A0A178UZD8	
A0A178UZD9	
A0A178UZE0	
A0A178UZE2	
A0A178UZE4	
A0A178UZE5	
A0A178UZE6	
A0A178UZE7	
A0A178UZE9	
A0A178UZF0	
A0A178UZF2	
A0A178UZF3	
A0A178UZF4	AT4G33180;
A0A178UZF5	
A0A178UZF6	
A0A178UZF7	
A0A178UZF8	
A0A178UZF9	
A0A178UZG2	AT4G34140;
A0A178UZG4	AT4G33780;
A0A178UZG5	AT4G24380;
A0A178UZG6	
A0A178UZG8	
A0A178UZG9	
A0A178UZH0	AT4G24740;
A0A178UZH2	
A0A178UZH4	
A0A178UZH5	
A0A178UZH6	AT4G39300;
A0A178UZH7	
A0A178UZH8	AT4G27900;
A0A178UZH9	
A0A178UZI0	AT4G33710;
A0A178UZI1	
A0A178UZI4	
A0A178UZI5	
A0A178UZI7	AT4G30390;
A0A178UZI8	
A0A178UZI9	AT4G01130;
A0A178UZJ0	
A0A178UZJ1	
A0A178UZJ2	
A0A178UZJ4	AT4G36870;
A0A178UZJ6	
A0A178UZJ8	AT4G31270;
A0A178UZJ9	
A0A178UZK2	
A0A178UZK4	
A0A178UZK5	
A0A178UZK6	
A0A178UZK7	
A0A178UZL1	AT4G06676;
A0A178UZL3	
A0A178UZL4	AT4G14305;
A0A178UZL5	
A0A178UZL6	
A0A178UZL8	
A0A178UZL9	
A0A178UZM0	
A0A178UZM1	AT4G29600;
A0A178UZM4	
A0A178UZM6	
A0A178UZM7	
A0A178UZM8	
A0A178UZM9	
A0A178UZN0	
A0A178UZN1	AT4G22570;
A0A178UZN4	
A0A178UZN5	
A0A178UZN6	
A0A178UZN7	AT4G32660;
A0A178UZP0	
A0A178UZP1	
A0A178UZP3	
A0A178UZP4	
A0A178UZP5	
A0A178UZP6	
A0A178UZP7	
A0A178UZP9	
A0A178UZQ0	AT4G28020;
A0A178UZQ1	
A0A178UZQ2	
A0A178UZQ4	
A0A178UZQ5	
A0A178UZQ7	AT4G17790;
A0A178UZQ8	
A0A178UZQ9	
A0A178UZR0	
A0A178UZR1	AT4G01023;
A0A178UZR2	
A0A178UZR3	
A0A178UZR6	
A0A178UZR7	
A0A178UZR8	
A0A178UZS0	
A0A178UZS1	
A0A178UZS3	
A0A178UZS4	
A0A178UZS6	
A0A178UZS7	
A0A178UZS9	
A0A178UZT0	
A0A178UZT2	
A0A178UZT4	
A0A178UZT5	
A0A178UZT6	AT4G33625;
A0A178UZT7	
A0A178UZT9	
A0A178UZU0	AT4G18960;
A0A178UZU1	
A0A178UZU3	
A0A178UZU4	
A0A178UZU7	AT4G16400;
A0A178UZU8	AT4G21590;
A0A178UZU9	AT4G35770;
A0A178UZV0	
A0A178UZV1	
A0A178UZV2	
A0A178UZV3	
A0A178UZV4	
A0A178UZV5	
A0A178UZV6	
A0A178UZV7	AT4G24900;
A0A178UZV8	
A0A178UZV9	
A0A178UZW0	
A0A178UZW1	
A0A178UZW2	
A0A178UZW5	AT4G04920;
A0A178UZW7	
A0A178UZW8	AT4G00780;
A0A178UZW9	
A0A178UZX0	
A0A178UZX1	
A0A178UZX2	
A0A178UZX3	
A0A178UZX4	AT4G23493;
A0A178UZX5	
A0A178UZX6	
A0A178UZX7	
A0A178UZX8	AT4G10890;
A0A178UZX9	
A0A178UZY0	
A0A178UZY1	
A0A178UZY2	
A0A178UZY4	AT4G12900;
A0A178UZY5	
A0A178UZY7	AT4G38090;
A0A178UZY9	
A0A178UZZ0	
A0A178UZZ2	
A0A178UZZ4	
A0A178UZZ5	
A0A178UZZ6	
A0A178UZZ7	AT4G10090;
A0A178V000	
A0A178V003	
A0A178V004	
A0A178V005	
A0A178V006	
A0A178V008	
A0A178V009	
A0A178V010	
A0A178V011	
A0A178V012	AT4G13530;
A0A178V013	AT4G32272;
A0A178V016	AT4G29830;
A0A178V017	
A0A178V018	
A0A178V019	
A0A178V022	
A0A178V023	AT4G00295;
A0A178V025	
A0A178V027	
A0A178V028	
A0A178V029	
A0A178V030	
A0A178V032	AT4G31440;
A0A178V035	
A0A178V036	
A0A178V037	
A0A178V038	
A0A178V041	
A0A178V042	
A0A178V043	
A0A178V044	AT4G31070;
A0A178V045	AT4G26415;
A0A178V046	
A0A178V047	
A0A178V049	
A0A178V050	AT4G33470;
A0A178V051	
A0A178V052	
A0A178V053	AT4G09880;
A0A178V055	
A0A178V056	
A0A178V059	
A0A178V060	
A0A178V061	
A0A178V062	
A0A178V063	
A0A178V064	
A0A178V065	
A0A178V066	
A0A178V067	AT4G31150;
A0A178V068	
A0A178V069	
A0A178V071	AT4G11000;
A0A178V073	
A0A178V076	
A0A178V077	
A0A178V079	
A0A178V080	
A0A178V081	
A0A178V082	
A0A178V083	
A0A178V084	AT4G18960;
A0A178V085	AT4G28170;
A0A178V087	
A0A178V088	
A0A178V089	
A0A178V090	AT4G30420;
A0A178V093	
A0A178V094	
A0A178V096	
A0A178V097	
A0A178V098	
A0A178V099	
A0A178V0A0	
A0A178V0A1	
A0A178V0A2	AT4G38020;
A0A178V0A4	
A0A178V0A6	
A0A178V0A7	
A0A178V0A8	
A0A178V0A9	
A0A178V0B2	
A0A178V0B3	
A0A178V0B4	
A0A178V0B5	
A0A178V0B6	
A0A178V0B7	AT4G27550;
A0A178V0B8	
A0A178V0B9	
A0A178V0C0	
A0A178V0C1	AT4G37020;
A0A178V0C2	
A0A178V0C3	
A0A178V0C4	AT4G14301;
A0A178V0C5	
A0A178V0C7	
A0A178V0C8	
A0A178V0C9	
A0A178V0D2	
A0A178V0D3	AT4G21310;
A0A178V0D4	
A0A178V0D5	
A0A178V0D6	
A0A178V0D7	
A0A178V0D8	
A0A178V0D9	AT4G20300;
A0A178V0E1	
A0A178V0E2	
A0A178V0E4	
A0A178V0E5	AT4G16447;
A0A178V0E6	
A0A178V0E7	
A0A178V0E8	
A0A178V0F0	AT4G21445;
A0A178V0F1	
A0A178V0F2	
A0A178V0F3	
A0A178V0F5	
A0A178V0F7	
A0A178V0G0	
A0A178V0G1	
A0A178V0G2	AT4G09980;
A0A178V0G3	
A0A178V0G5	
A0A178V0G6	
A0A178V0G7	
A0A178V0G8	AT4G02485;
A0A178V0G9	
A0A178V0H0	
A0A178V0H1	
A0A178V0H2	
A0A178V0H3	
A0A178V0H4	AT4G29110;
A0A178V0H5	AT4G29980;
A0A178V0H6	
A0A178V0H7	
A0A178V0H9	
A0A178V0I0	
A0A178V0I1	AT4G21570;
A0A178V0I2	AT4G35530;
A0A178V0I3	
A0A178V0I4	
A0A178V0I5	AT4G27450;
A0A178V0I6	
A0A178V0I7	
A0A178V0I8	
A0A178V0I9	
A0A178V0J0	
A0A178V0J2	
A0A178V0J4	AT4G08555;
A0A178V0J7	AT4G04180;
A0A178V0J8	
A0A178V0K0	
A0A178V0K1	
A0A178V0K2	
A0A178V0K5	
A0A178V0K6	
A0A178V0K7	
A0A178V0L1	AT4G17960;
A0A178V0L2	
A0A178V0L3	
A0A178V0L5	AT4G26055;
A0A178V0L6	
A0A178V0L7	
A0A178V0L8	
A0A178V0L9	
A0A178V0M0	AT4G26415;
A0A178V0M1	
A0A178V0M2	AT4G11600;
A0A178V0M3	
A0A178V0M4	
A0A178V0M5	
A0A178V0M6	AT4G12220;
A0A178V0M7	
A0A178V0M8	AT4G26950;
A0A178V0M9	
A0A178V0N1	
A0A178V0N2	AT4G27100;
A0A178V0N4	
A0A178V0N7	
A0A178V0N8	
A0A178V0N9	
A0A178V0P0	
A0A178V0P2	
A0A178V0P5	
A0A178V0P6	
A0A178V0P7	AT4G22513;
A0A178V0P8	
A0A178V0Q0	
A0A178V0Q1	
A0A178V0Q3	
A0A178V0Q4	
A0A178V0Q6	
A0A178V0Q7	
A0A178V0Q8	
A0A178V0Q9	
A0A178V0R0	
A0A178V0R1	
A0A178V0R2	AT4G37110;
A0A178V0R3	
A0A178V0R4	
A0A178V0R5	
A0A178V0R6	
A0A178V0R8	AT4G13450;
A0A178V0S0	
A0A178V0S2	AT4G14780;
A0A178V0S5	
A0A178V0S6	AT4G31470;
A0A178V0S7	
A0A178V0S9	AT4G08320;
A0A178V0T0	
A0A178V0T1	
A0A178V0T2	
A0A178V0T3	AT4G16420;
A0A178V0T4	
A0A178V0T5	
A0A178V0T6	
A0A178V0T8	
A0A178V0T9	AT4G20550;
A0A178V0U0	
A0A178V0U1	AT4G22560;
A0A178V0U2	
A0A178V0U3	
A0A178V0U4	
A0A178V0U5	
A0A178V0U6	AT4G16040;
A0A178V0U7	
A0A178V0U8	
A0A178V0U9	AT4G33720;
A0A178V0V1	
A0A178V0V2	
A0A178V0V4	
A0A178V0V7	AT4G28820;
A0A178V0V8	
A0A178V0V9	
A0A178V0W3	AT4G09530;
A0A178V0W4	
A0A178V0W5	
A0A178V0W6	
A0A178V0X0	
A0A178V0X1	
A0A178V0X2	
A0A178V0X3	
A0A178V0X5	AT4G22400;
A0A178V0X6	
A0A178V0X7	
A0A178V0X8	AT4G23090;
A0A178V0X9	
A0A178V0Y0	AT4G25190;
A0A178V0Y1	
A0A178V0Y3	
A0A178V0Y4	
A0A178V0Y6	
A0A178V0Y7	
